kind,entityType,entityId,sku,actionType,currentBid,suggestedBid,text,campaignName,groupName,campaignId,adGroupId,accountId,siteId,spend30,clicks30,orders30,acos30,spend7,clicks7,orders7,acos7,reasonCode,hit,habit,marketBucket,reopenRule,priority
auto,autoTarget,552524512214088,EY0793,bid,0.27,0.03,Substitutes,ai_auto_ful full loop_ey0793,ai_auto_ful full loop_ey0793,50423253765165,459513222181734,295,4,122.32,327,16,0.350657,2.53,10,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=2.53,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,1
kw,keyword,144589187937889,GT3801,bid,0.05,0.02,purple funeral ribbon pins,kw_purplecheer ribbon_gt3801,pin me cheer ribbon-gt3801,324693137642903,434842339515083,167,4,109.77,189,15,0.412964,32.79,51,1,2.050656,cooldown_override_7d_extreme_acos_cut,7d_high_acos clicks=51 spend=32.79 orders=1 acos=2.051,kw_zero_order_or_high_acos_not_stopped,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,2
auto,autoTarget,317392606314211,AE3311,bid,0.45,0.05,Close-match,god mother gifts for women-ae3311-system-a,god mother gifts for women-ae3311-system-a,295282411525603,362962526446406,195,4,65.5,122,16,0.271964,2.81,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=2.81,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,3
kw,keyword,419613223174431,SAN0383,pause,0.37,,cowgirl hat,kw_cowhat&band_san0383,kw_core,350659306277711,552382127037963,528,4,64.65,83,8,0.160864,2.95,5,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=5 spend=2.95,kw_zero_order_or_high_acos_not_stopped,hat_cowboy_generic_intent_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,4
kw,keyword,324424760692027,LUO1006,bid,0.04,0.02,bottle chug,kw_bottle chug_luo1006,kw_bottle chug_luo1006,310157314522132,435001710549497,700,4,53.79,92,9,0.259968,5.01,12,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=12 spend=5.01,kw_zero_order_or_high_acos_not_stopped,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,5
manual,manualTarget,281253418089274,HL4004,bid,0.05,0.02,asinExpandedFrom=B09SQF8FBG,asin_spikes mat_hl4004,asin_spikes mat_hl4004,144048235099248,3929743266894,117,4,51.83,109,9,0.273033,12.96,27,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=27 spend=12.96,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,6
manual,manualTarget,534944476174026,DN3049,bid,0.25,0.03,asinExpandedFrom=B0FJ5XSYT4,asin_flower bucket _dn3049,asin_flower bucket _dn3049,545030563106937,510338574342200,171,4,44.86,67,5,0.102203,3.66,5,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=5 spend=3.66,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,7
auto,autoTarget,283645387582544,SIJ2012,bid,0.22,0.02,Substitutes,storage bins-sij2012-system-a,storage bins-sij2012-system-a,360520582788860,302617335726940,607,4,42.62,158,9,0.079676,1.64,8,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=8 spend=1.64,auto_loose_or_substitutes_uncontrolled,storage_food_container_broad_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,8
manual,manualTarget,115758909196310,MH0525,bid,0.16,0.08,asinExpandedFrom=B0D3H7819C,asin_ dessert cups_mh0525,asin_ dessert cups_mh0525,85972394199484,236263349817321,187,4,42.43,145,8,0.219947,31.41,106,2,0.683123,cooldown_override_7d_severe_acos_cut,7d_high_acos clicks=106 spend=31.41 orders=2 acos=0.683,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,9
kw,keyword,423520514605853,SIJ2012,bid,0.65,0.07,fish tubs,kw_food storage box_sij2012,kw_food storage box_sij2012,510905342436109,436163515542228,607,4,37.73,56,4,0.171531,6.31,10,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=6.31,kw_zero_order_or_high_acos_not_stopped,storage_food_container_broad_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,10
auto,autoTarget,527427235232387,GGN2452,bid,0.85,0.09,Close-match,auto_amazon business_ggn2452,auto_amazon business_ggn2452,169078926903085,562354060607241,601,4,33.34,36,7,0.067228,7.08,8,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=8 spend=7.08,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,11
kw,keyword,381211278777934,GT3308,bid,0.38,0.04,black memorial ribbon pins,kw_black funeral ribbons_gt3308,kw_black funeral ribbons_gt3308,289156790722783,336663321009281,167,4,31.63,68,5,0.541146,10.29,20,1,1.03003,cooldown_override_15d_extreme_acos_cut,7d_high_acos clicks=20 spend=10.29 orders=1 acos=1.030,kw_zero_order_or_high_acos_not_stopped,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,12
auto,autoTarget,328841211758104,NAY1449,pause,0.24,,Loose-match,ballpoint pen-nay1449-system-a,ballpoint pen-nay1449-system-a,405291520692575,308497708490872,752,4,31.17,127,6,0.081398,2.28,11,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=11 spend=2.28,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,13
kw,keyword,503311212479996,SE5608,bid,0.05,0.02,18 inch doll tee shirts,bear shirts se5608-down only-placement,bear shirts se5608-down only-placement,273882284682555,229176248521366,150,4,30.74,60,14,0.136102,9.28,16,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=16 spend=9.28,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,14
kw,keyword,372044231552107,GT3815,bid,0.04,0.02,green memorial ribbons for funeral,kw2_greencheer ribbon_gt3815,kw2_greencheer ribbon_gt3815,300206843701132,553647775077000,167,4,29.48,43,11,0.123331,7.08,9,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=9 spend=7.08,kw_zero_order_or_high_acos_not_stopped,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,15
auto,autoTarget,423561675491929,YEO1451,bid,0.3,0.03,Loose-match,auto_boonie hats_yeo1451,auto_boonie hats_yeo1451,16635174994135,447679774161340,876,4,28.34,89,5,0.236265,4.5,15,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=15 spend=4.50,auto_loose_or_substitutes_uncontrolled,hat_cowboy_generic_intent_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,16
kw,keyword,416868220752665,WAR1276,bid,0.25,0.03,rainbow goodie bags,kw_rainbow party-war1276,kw_rainbow party-war1276,492257670847820,505298823774232,626,4,28.17,101,8,0.146034,2.58,11,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=11 spend=2.58,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,17
auto,autoTarget,554697495650642,HAY1706,bid,0.27,0.03,Complements,auto_motivational party favor_hay1706,auto_motivational party favor_hay1706,342635658982734,343659975605090,546,4,24.61,71,5,0.150106,2.02,6,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=6 spend=2.02,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,18
auto,autoTarget,433925975438629,HAY0218,bid,0.23,0.02,Loose-match,auto_cruise ship ducks_hay0218,auto_cruise ship ducks_hay0218,541079863156031,551510501740858,546,4,24.12,94,6,0.166413,3.3,16,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=16 spend=3.30,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,19
auto,autoTarget,494423993466389,GT3308,bid,0.24,0.12,Substitutes,auto_q2 profit gt3308 auto_gt3308,auto_q2 profit gt3308 auto_gt3308,82594368126696,531906178967455,167,4,24.1,99,7,0.184095,9.71,37,1,0.607254,cooldown_override_7d_severe_acos_cut,7d_high_acos clicks=37 spend=9.71 orders=1 acos=0.607,auto_loose_or_substitutes_uncontrolled,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,20
auto,autoTarget,284776649453452,QAA4200,bid,0.19,0.02,Substitutes,auto_q2 profit qaa4200 auto_qaa4200,auto_q2 profit qaa4200 auto_qaa4200,11822662463627,543531579168306,604,4,23.82,115,10,0.115692,3.22,17,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=17 spend=3.22,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,21
auto,autoTarget,372626121936108,SHQ3375,bid,0.15,0.02,Substitutes,auto_wooden cars to paint_shq3375,wooden cars to paint-shq3375-system-a,302585800497225,402912756264781,803,4,23.25,141,4,0.131393,0.94,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=0.94,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,22
auto,autoTarget,332066483384079,EY2727,pause,0.24,,Close-match,straw sun hats for women ey2727-alow,straw sun hats for women ey2727-alow,471359878653198,526371229288034,295,4,22.98,87,1,0.287321,2.25,9,0,,residual_15d_zero_order_hard_stop,7d_zero_order clicks=9 spend=2.25,auto_zero_order_not_closed,hat_cowboy_generic_intent_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,23
auto,autoTarget,370202926948329,MF6294,bid,0.36,0.04,Close-match,jumbo letter balloons-mf6294-system-a,jumbo letter balloons-mf6294-system-a,252297710887286,427388412063871,314,4,22.82,62,5,0.118885,5.76,16,0,,residual_7d_zero_order_heavy_cut,7d_zero_order clicks=16 spend=5.76,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,24
manual,manualTarget,230229460212352,PR2214,bid,0.32,0.03,asinExpandedFrom=B0BYJPM344,asin_easter bunny stuffed_pr2214,asin_easter bunny stuffed_pr2214,517029387792993,464116936661377,333,4,22.15,68,7,0.115412,3.48,12,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=12 spend=3.48,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,25
kw,keyword,299882115464301,KEJ1748,bid,0.05,0.02,pegboard bin,kw_pegboard baskets_kej1748,kw_pegboard baskets_kej1748,480206109318230,282353358868578,765,4,19.84,53,3,0.165374,7.56,18,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=18 spend=7.56,kw_zero_order_or_high_acos_not_stopped,pegboard_weak_demand_or_fit,do_not_reopen_without_fresh_market_and_exact_conversion_proof,26
kw,keyword,169798883726014,HAY0218,bid,0.32,0.03,sailor ducks,kw_hay0218_20260420_175558,kw_hay0218_20260420_175558,141757450678292,242661133689529,546,4,19.04,57,7,0.11686,2.39,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=2.39,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,27
auto,autoTarget,300639856720384,MED1970,bid,0.39,0.04,Substitutes,ai_auto_steam table pans_med1970,ai_auto_steam table pans_med1970,147480840129883,514851458909470,543,4,18.42,43,5,0.070764,5.7,14,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=14 spend=5.70,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,28
kw,keyword,297135405189332,DUN1128,bid,0.07,0.02,bread warmer basket with stone,kw_baskets_dun1128,kw_baskets_dun1128,463803435037455,512958907671909,639,4,18.2,25,1,0.455113,10.38,14,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=14 spend=10.38,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,29
kw,keyword,234964452089401,QA4115,bid,0.05,0.02,fans for wedding guests,kw_q2 profit qa4115 phrase_qa4115,kw_q2 profit qa4115 phrase_qa4115,187374288270924,270730298010145,388,4,17.51,39,3,0.135778,6.3,14,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=14 spend=6.30,phrase_kw_not_stopped_at_7_15d,wedding_broad_intent_competition_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,30
kw,keyword,245252859929588,LRU1537,bid,0.33,0.03,bear party decorations,kw board_bear paper plates napkins_lru1537,kw board_bear paper plates napkins_lru1537,193009564424757,74278419866318,518,4,16.12,53,4,0.122176,2.15,8,0,,residual_7d_zero_order_heavy_cut,7d_zero_order clicks=8 spend=2.15,kw_zero_order_or_high_acos_not_stopped,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,31
kw,keyword,283542877612825,XIX1523,bid,0.76,0.08,letter stencils 1 inch,kw_letterstencils_xix1523,kw_letterstencils_xix1523,395169004056325,512389073432909,772,4,16.12,22,4,0.224013,2.22,3,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=3 spend=2.22,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,32
auto,autoTarget,491654281598908,PR2460,bid,0.32,0.03,Substitutes,auto_slingshot chicken finger_pr2460,auto_slingshot chicken finger_pr2460,306892610703010,427171351303650,333,4,14.93,50,5,0.089972,2.99,10,0,,residual_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=2.99,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,33
kw,keyword,115432167512473,GT3801,bid,0.04,0.02,purple ribbons for funeral,kw_purplecheer ribbon_gt3801,pin me cheer ribbon-gt3801,324693137642903,434842339515083,167,4,14.07,31,4,0.149776,7.09,15,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=15 spend=7.09,kw_zero_order_or_high_acos_not_stopped,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,34
auto,autoTarget,417507688013596,DN2684,pause,0.35,,Loose-match,auto_galvanized flower bucket_dn2684,auto_galvanized flower bucket_dn2684,95247866022526,426998050693731,171,4,13.8,44,2,0.12002,2.09,6,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=6 spend=2.09,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,35
kw,keyword,50503625361681,YAN2008,bid,0.13,0.02,baby bottle chug game,kw_q2 profit yan2008 broad_yan2008,kw_q2 profit yan2008 broad_yan2008,102224731033011,134135914729511,423,4,13.65,80,5,0.17159,1.46,10,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=1.46,broad_kw_too_wide,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,36
auto,autoTarget,543886772074631,GM2851,bid,0.03,0.02,Loose-match,auto_q2 profit gm2851 auto_gm2851,auto_q2 profit gm2851 auto_gm2851,187515152450756,542947371287109,311,4,13.52,39,4,0.175698,3.48,10,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=3.48,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,37
kw,keyword,169168413629608,QA3275,bid,0.62,0.06,hand fans for wedding,ai_kw_exact_wedding_fans_qa3275,ai_kw_exact_wedding_fans_qa3275,29375706248464,252219054525183,388,4,12.4,20,2,0.200064,4.34,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=4.34,kw_zero_order_or_high_acos_not_stopped,wedding_broad_intent_competition_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,38
manual,manualTarget,360654017336102,YUT2847,bid,0.08,0.02,asinExpandedFrom=B0000BWH2W,asin expanded_soccer ball_yut2847,asin expanded_soccer ball_yut2847,163227667430829,537864011876435,737,4,12.36,15,1,0.280972,6.48,8,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=8 spend=6.48,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,39
auto,autoTarget,444890542066306,YUT2927,bid,0.27,0.03,Loose-match,ai_auto_birthday pool float_yut2927,ai_auto_birthday pool float_yut2927,145664749870379,419578015906953,737,4,12.31,43,2,0.256565,3.51,13,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=13 spend=3.51,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,40
manual,manualTarget,381696605817350,DUN1128,bid,0.05,0.02,category=Bread & Serving Baskets,asin_baskets_dun1128,bread basket with lid-dun1128-pt2,334899922711967,376656325866524,639,4,12.24,29,1,0.306076,2.23,5,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=5 spend=2.23,asin_or_manual_expansion_unverified,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,41
kw,keyword,212176392824662,YUT4466,bid,0.05,0.02,inflatable number,pool party decorations for kids birthday-yut4466-system-keyword,pool party decorations for kids birthday-yut4466-system-keyword,189889521035152,204384416664686,737,4,11.99,21,2,0.285612,8.15,13,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=13 spend=8.15,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,42
auto,autoTarget,460802110594782,MED1032,pause,0.38,,Complements,auto_1/6 size hotel pan_med1032,auto_1/6 size hotel pan_med1032,490646812390217,350289719302260,543,4,11.98,43,4,0.073968,2.18,7,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=7 spend=2.18,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,43
auto,autoTarget,511358494857165,TUR5292,pause,0.48,,Loose-match,b2b auto_christian gifts bulk_tur5292,b2b auto_christian gifts bulk_tur5292,246677653875020,554667295824044,856,4,11.88,26,3,0.082522,4.24,8,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=8 spend=4.24,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,44
sbKw,sbKeyword,123766584996120,XIX2353,pause,0.3,,wizard font stencils,sbv kw broad_letter stencils_xix2353,,83588397549815,403326210426725,772,4,11.86,41,2,0.320713,2.61,9,0,,residual_15d_zero_order_hard_stop,7d_zero_order clicks=9 spend=2.61,sbv_or_sb_keyword_spend_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,45
auto,autoTarget,292682627342085,LO3817,pause,0.29,,Loose-match,mothers day gifts for women-lo3817-system-a,mothers day gifts for women-lo3817-system-a,33267571931564,391922891380191,210,4,11.62,46,4,0.173536,2.11,8,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=8 spend=2.11,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,46
auto,autoTarget,332035561227548,STY6101,bid,0.24,0.02,Substitutes,20260414-sty6101-system-a,20260414-sty6101-system-a,25005367024573,521391415487677,867,4,11.59,60,2,0.05767,6.46,29,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=29 spend=6.46,auto_loose_or_substitutes_uncontrolled,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,47
kw,keyword,341621043967617,LUO1006,bid,0.05,0.02,chug game baby shower,kw  exact_bottle chug_luo1006,kw  exact_bottle chug_luo1006,266537160571547,515674560487184,700,4,11.57,27,2,0.251631,6.11,13,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=13 spend=6.11,kw_zero_order_or_high_acos_not_stopped,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,48
kw,keyword,102179229242272,HAY0218,bid,0.03,0.02,sailor ducks,kw_rubber ducks cruise_hay0218,kw_rubber ducks cruise_hay0218,232750983339063,241576346527043,546,4,11.47,36,6,0.077005,4.42,13,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=13 spend=4.42,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,49
kw,keyword,182315116159941,STY6101,pause,0.34,,teddy bear center pieces for baby shower,kw broad_boho baby shower decor_sty6101,kw broad_boho baby shower decor_sty6101,27982724113110,185156411484446,867,4,11.03,33,1,0.175107,3.16,9,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=9 spend=3.16,broad_kw_too_wide,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,50
auto,autoTarget,342186503496855,LUO1051,bid,0.31,0.03,Loose-match,auto_bottle chug_luo1051,auto_bottle chug_luo1051,309004820148734,508054276332008,700,4,10.68,36,2,0.237438,2.77,10,0,,residual_7d_zero_order_heavy_cut,7d_zero_order clicks=10 spend=2.77,auto_loose_or_substitutes_uncontrolled,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,51
kw,keyword,45480859887834,YUT2844,pause,1.35,,soccer ball size,kwphrase_soccer ball_yut2844,kwphrase_soccer ball_yut2844,274743900116745,55005467357186,737,4,10.43,9,1,0.057957,4.88,4,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=4 spend=4.88,phrase_kw_not_stopped_at_7_15d,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,52
auto,autoTarget,348060907085736,SAN1320,bid,0.25,0.03,Substitutes,ai_auto_coverage_san1320,ai_auto_coverage_san1320,207512510317450,412341894912213,528,4,10.43,39,3,0.231932,1.75,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=1.75,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,53
sbKw,sbKeyword,38640948225986,XIX1523,bid,0.29,0.03,3 inch letter,sbkw_letterstencils_xix1523 xix0903xix2011,,97297500123394,331282048032432,772,4,10.25,42,3,0.157765,1.82,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=1.82,sbv_or_sb_keyword_spend_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,54
auto,autoTarget,296622597327608,NAY1449,bid,0.28,0.03,Substitutes,ballpoint pen-nay1449-system-a,ballpoint pen-nay1449-system-a,405291520692575,308497708490872,752,4,10.22,42,3,0.071483,5.25,21,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=21 spend=5.25,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,55
auto,autoTarget,541241167508020,DUI3806,pause,0.17,,Substitutes,auto_wood cutting boards_dui3806,auto_wood cutting boards_dui3806,532083346932798,531664856310847,689,4,10.14,63,3,0.085231,2.02,15,0,,residual_15d_zero_order_hard_stop,7d_zero_order clicks=15 spend=2.02,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,56
kw,keyword,321804689393093,XIX0903,bid,0.36,0.04,number stencils 4.5 in,kw_letterstencils_xix0903,kw_letterstencils_xix0903,334076702056500,417475020233215,772,4,10.12,22,2,0.281267,2.52,7,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=2.52,kw_zero_order_or_high_acos_not_stopped,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,57
auto,autoTarget,518790080397177,GM2634,bid,0.27,0.03,Loose-match,auto_q2 profit gm2634 auto_gm2634,auto_q2 profit gm2634 auto_gm2634,134792088566888,448230178427437,311,4,10.12,39,7,0.085813,3.16,12,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=12 spend=3.16,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,58
manual,manualTarget,377506017633524,GT3801,bid,0.21,0.02,asinExpandedFrom=B0CCS2RH1L,asin_black funeral ribbons_gt3801,asin_black funeral ribbons_gt3801,457843697742132,444592999807551,167,4,9.99,33,2,0.333222,2.16,8,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=8 spend=2.16,asin_or_manual_expansion_unverified,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,59
sbKw,sbKeyword,205802411877520,YEO0766,bid,0.32,0.29,bulk boonie hats for men,sb kw_fishing sun hats_yeo0766 yeo1463 yeo1452,,135430556082686,503029059756410,876,4,9.94,30,2,0.207169,1.15,4,0,,persistently_low_small_step,15d_zero_order clicks=12 spend=3.54,sbv_or_sb_keyword_spend_not_closed,hat_cowboy_generic_intent_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,60
auto,autoTarget,464696298029720,YMF1073,bid,0.15,0.02,Loose-match,auto_q2 profit ymf1073 auto_ymf1073,auto_q2 profit ymf1073 auto_ymf1073,191664425368566,518658210767790,734,4,9.85,64,4,0.246496,1.78,12,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=12 spend=1.78,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,61
auto,autoTarget,314495084472056,MH1806,bid,0.14,0.02,Loose-match,ai_auto_dessert cups_mh1806,ai_auto_dessert cups_mh1806,151961605119472,363233501716070,187,4,9.82,58,1,0.517114,1.67,13,0,,cooldown_override_7d_zero_order_heavy_cut,7d_zero_order clicks=13 spend=1.67,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,62
auto,autoTarget,300369928329690,NO5155,pause,0.17,,Complements,auto_q2 profit no5155 auto_no5155,auto_q2 profit no5155 auto_no5155,253095158358940,307526235654135,277,4,9.68,54,4,0.144563,1.25,8,0,,residual_15d_zero_order_hard_stop,7d_zero_order clicks=8 spend=1.25,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,63
kw,keyword,309556215116800,YY4568,pause,0.73,,clear containers with lids,kw phrase_steam table pan_yy4568,kw phrase_steam table pan_yy4568,167259287975779,516478737869480,95,4,9.65,13,0,,4.34,6,0,,cooldown_override_30d_zero_order_hard_stop,7d_zero_order clicks=6 spend=4.34,phrase_kw_not_stopped_at_7_15d,storage_food_container_broad_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,64
auto,autoTarget,503956340104072,GT3801,pause,0.17,,Substitutes,auto_purplecheer ribbon_gt3801,pin me cheer ribbon-gt3801-system-a,545333345390922,319507723367390,167,4,9.61,53,2,0.3102,2.04,12,0,,cooldown_override_15d_zero_order_hard_stop,7d_zero_order clicks=12 spend=2.04,auto_loose_or_substitutes_uncontrolled,funeral_memorial_ribbon_fit_misjudge,do_not_reopen_without_fresh_market_and_exact_conversion_proof,65
