kind,entityType,entityId,sku,actionType,currentBid,suggestedBid,text,campaignName,groupName,campaignId,adGroupId,accountId,siteId,spend30,clicks30,orders30,acos30,spend7,clicks7,orders7,acos7,reasonCode,hit,habit,marketBucket,reopenRule,priority
auto,autoTarget,404577571961840,YAN2284,bid,0.12,0.02,Loose-match,auto_q2 profit yan2284 auto_yan2284,auto_q2 profit yan2284 auto_yan2284,23822250680351,538076747270429,423,4,1.26,9,0,,0,0,0,,no_order_bid_down,30d_zero_order clicks=9 spend=1.26,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,403
auto,autoTarget,404413861463439,DH2686,pause,0.11,,Substitutes,auto_safari goodie bag_dh2686,auto_safari goodie bag_dh2686,295637565281197,384429691703715,298,4,1.21,11,0,,0.22,2,0,,no_order_hard_stop,15d_zero_order clicks=9 spend=0.99,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,404
auto,autoTarget,521391785941563,CII1754,bid,0.13,0.03,Loose-match,auto_q2 profit cii1754 auto_cii1754,auto_q2 profit cii1754 auto_cii1754,116313907909576,428244619828839,717,4,1.09,8,0,,0.13,1,0,,no_order_bid_down,30d_zero_order clicks=8 spend=1.09,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,405
auto,autoTarget,381665730802707,QAA3143,bid,0.15,0.05,Substitutes,auto_ crown brooch pins _qaa3143,auto_ crown brooch pins _qaa3143,399242335297139,295124088276314,604,4,1.07,8,0,,0.45,3,0,,no_order_bid_down,30d_zero_order clicks=8 spend=1.07,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,406
auto,autoTarget,520076525313624,QUN1025,pause,0.04,,Substitutes,auto_graduation bouquet _qun1025,auto_graduation bouquet _qun1025,479423866592532,339916229413111,798,4,1.05,20,0,,0,0,0,,no_order_hard_stop,30d_zero_order clicks=20 spend=1.05,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,407
auto,autoTarget,301448483595110,YAN2284,pause,0.15,,Complements,auto_q2 profit yan2284 auto_yan2284,auto_q2 profit yan2284 auto_yan2284,23822250680351,538076747270429,423,4,0.96,12,0,,0.25,3,0,,no_order_hard_stop,15d_zero_order clicks=8 spend=0.66,auto_zero_order_not_closed,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,408
auto,autoTarget,423929702411613,KL2977,pause,0.08,,Loose-match,auto_bows for crafts_kl2977,auto_bows for crafts_kl2977,354348682035984,368145579432417,144,4,0.94,10,0,,0,0,0,,no_order_hard_stop,30d_zero_order clicks=10 spend=0.94,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,409
kw,keyword,321802145977690,YAN2281,pause,0.09,,baby shower balloons game,kw_tie your shoe_yan2281,kw_tie your shoe_yan2281,447122110944163,426433231676220,423,4,0.78,9,0,,0.09,1,0,,no_order_hard_stop,30d_zero_order clicks=9 spend=0.78,kw_zero_order_or_high_acos_not_stopped,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,410
auto,autoTarget,482346295247903,KY1342,pause,0.1,,Loose-match,auto_red bathroom accessories_ky1342,auto_red bathroom accessories_ky1342,491742616024408,344796432461910,196,4,0.75,8,0,,0.15,2,0,,no_order_hard_stop,30d_zero_order clicks=8 spend=0.75,auto_loose_or_substitutes_uncontrolled,unclassified_low_efficiency_tail,reopen_only_after_recent_conversion_proof,411
auto,autoTarget,500550424013615,YAN4858,bid,0.14,0.02,Substitutes,20260411-yan4858-system-a,20260411-yan4858-system-a,121154884745962,389740057048820,423,4,0.68,7,0,,0.68,7,0,,residual_30d_zero_order_heavy_cut,7d_zero_order clicks=7 spend=0.68,auto_loose_or_substitutes_uncontrolled,baby_shower_party_competition_fit_gap,do_not_reopen_without_fresh_market_and_exact_conversion_proof,412
